VendorID,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,RatecodeID,Airport_fee,PULocationID,DOLocationID,payment_type,extra,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,6/30/2023 18:18,6/30/2023 16:51,1,1.08,1,0,122,162,Credit Card,2.5,6.20,0,1,19.8,2.5
0,6/29/2023 22:43,6/29/2023 22:01,1,10.1,1,0,223,35,unknown,3.5,3.39,0,1,47.9,2.5
1,6/29/2023 10:34,6/29/2023 10:00,5,1.3,1,0,49,255,Credit Card,0,5.89,0,1,21.84,2.5
0,6/30/2023 10:42,6/30/2023 12:03,1,0.5,1,0,49,171,Cash,2.5,1.43,0,1,8.4,2.5
0,6/29/2023 11:21,6/29/2023 12:55,1,2.4,1,0,125,218,Cash,2.5,2.88,0,1,29.4,2.5
1,6/30/2023 18:44,6/30/2023 19:11,1,8.91,1,0,42,246,Cash,7.5,4.91,6.55,1,53.25,2.5
1,6/28/2023 19:28,6/28/2023 19:33,1,16.06,1,1.75,232,226,Cash,2.5,3.87,0,1,66.85,0
1,6/29/2023 19:43,6/29/2023 19:29,1,1.77,1,0,131,228,Credit Card,2.5,6.73,0,1,25.68,2.5
0,6/28/2023 20:05,6/28/2023 19:22,2,0.6,1,0,66,119,Credit Card,5,2.85,0,1,15.6,2.5
1,6/28/2023 20:38,6/28/2023 20:06,1,1.65,1,0,232,138,Credit Card,1,5.19,0,1,18.84,2.5
1,6/29/2023 21:04,6/29/2023 21:20,1,2.57,1,0,89,181,Credit Card,1,4.95,0,1,27.24,2.5
1,6/29/2023 12:05,6/29/2023 12:44,1,13.66,1,1.75,242,72,Cash,5,4.89,0,1,67.25,0
0,6/28/2023 20:08,6/28/2023 20:31,1,5,1,0,31,78,Credit Card,5,9.32,0,1,41.6,2.5
1,6/29/2023 14:06,6/29/2023 14:42,3,37.66,3,1.75,244,157,Cash,0,1.52,19.3,1,178.05,0
1,6/30/2023 1:35,6/30/2023 1:43,1,2.98,1,0,153,222,Credit Card,1,9.13,0,1,26.4,2.5
1,6/29/2023 17:07,6/29/2023 16:38,1,1.99,1,0,148,244,Credit Card,2.5,6.57,0,1,24,2.5
1,6/29/2023 11:54,6/29/2023 12:06,1,17.6,3,0,202,99,Cash,0,4.74,15.2,1,107.8,0
0,6/30/2023 11:09,6/30/2023 11:54,1,4.3,1,0,40,131,Credit Card,2.5,8.24,0,1,32.75,2.5
0,6/30/2023 0:23,6/29/2023 23:37,2,1.2,1,0,79,149,Credit Card,3.5,3.24,0,1,21.9,2.5
1,6/30/2023 23:10,6/30/2023 23:33,1,1.57,1,0,136,96,Credit Card,1,6.75,0,1,16.32,2.5
1,6/29/2023 18:14,6/29/2023 18:47,1,2.22,1,0,40,202,Credit Card,2.5,4.31,0,1,22,2.5
1,6/30/2023 12:14,6/30/2023 12:07,1,1.43,1,0,37,197,Credit Card,0,7.14,0,1,21.88,2.5
0,6/29/2023 14:05,6/29/2023 13:29,0,0.9,1,0,211,106,Credit Card,2.5,4.63,0,1,17.5,2.5
1,6/28/2023 18:59,6/28/2023 18:44,1,0.85,1,0,70,54,Credit Card,2.5,6.25,0,1,16.44,2.5
1,6/30/2023 7:51,6/30/2023 8:04,1,1.12,1,0,167,164,Credit Card,0,6.85,0,1,17.62,2.5
0,6/30/2023 16:31,6/30/2023 16:58,1,1.9,1,0,241,16,Cash,5,0.60,0,1,18.6,2.5
1,6/29/2023 20:08,6/29/2023 19:50,1,2.13,1,0,160,250,Credit Card,2.5,15.25,0,1,31,2.5
1,6/29/2023 13:00,6/29/2023 14:11,1,1.46,1,0,187,245,Credit Card,0,3.65,0,1,19.32,2.5
1,6/29/2023 12:17,6/29/2023 11:40,4,1.65,1,0,26,138,Cash,0,0.14,0,1,15.4,2.5
0,6/29/2023 8:04,6/29/2023 8:40,1,0.6,1,0,161,45,Credit Card,2.5,2.04,0,1,11.1,2.5
1,6/30/2023 17:12,6/30/2023 18:07,1,1.4,1,0,43,250,Credit Card,2.5,3.71,0,1,17.8,2.5
1,6/30/2023 5:03,6/30/2023 6:18,2,0.86,1,0,168,68,Cash,1,3.52,0,1,11.5,2.5
0,6/30/2023 23:08,6/30/2023 23:56,1,3.5,1,0,142,138,Credit Card,3.5,8.24,0,1,31.4,2.5
1,6/29/2023 10:23,6/29/2023 12:35,1,5.57,1,0,3,195,Cash,0,4.52,0,-1,-32.2,-2.5
1,6/30/2023 15:52,6/30/2023 15:57,3,1.91,1,0,112,134,Credit Card,2.5,0.55,0,1,18.6,2.5
1,6/28/2023 23:36,6/29/2023 1:04,1,1.57,1,0,153,44,Credit Card,1,8.34,0,1,21.36,2.5
0,6/29/2023 20:03,6/29/2023 21:33,1,2.8,1,0,151,264,Credit Card,3.5,5.81,0,1,24,2.5
0,6/28/2023 18:46,6/28/2023 17:17,1,1.3,1,0,201,225,Credit Card,5,4.62,0,1,17.85,2.5
0,6/29/2023 20:57,6/29/2023 21:24,1,8.9,1,1.75,124,219,Credit Card,10.25,13.70,6.55,1,75.1,2.5
0,6/29/2023 22:30,6/30/2023 0:05,1,2.7,1,0,194,147,Cash,3.5,0.05,0,1,19.2,2.5
1,6/29/2023 16:35,6/29/2023 15:48,6,2.16,1,0,33,222,Credit Card,0,5.88,0,1,23.52,2.5
1,6/29/2023 22:29,6/29/2023 21:26,1,3.16,1,0,28,247,Credit Card,1,8.02,0,1,28.92,2.5
1,6/29/2023 15:13,6/29/2023 16:23,1,10.08,1,1.75,46,139,Credit Card,0,14.19,0,1,58.13,0
1,6/29/2023 11:04,6/29/2023 12:14,1,1.18,1,0,93,214,Credit Card,0,4.09,0,1,13.3,2.5
1,6/30/2023 14:25,6/30/2023 15:49,3,3.61,1,0,241,212,Credit Card,0,11.06,0,1,47.04,2.5
1,6/29/2023 11:39,6/29/2023 12:43,1,0.44,1,0,102,133,Credit Card,0,1.62,0,1,19.2,2.5
0,6/29/2023 20:08,6/29/2023 20:00,1,1.8,1,0,56,48,Credit Card,5,5.94,0,1,19.6,2.5
1,6/28/2023 18:49,6/28/2023 19:00,1,1.44,1,0,246,22,Credit Card,2.5,4.99,0,1,19.75,2.5
0,6/29/2023 23:03,6/29/2023 22:20,1,2,1,0,55,53,Credit Card,3.5,6.03,0,1,22.2,2.5
1,6/29/2023 21:57,6/29/2023 21:50,1,0.87,1,0,164,196,Credit Card,1,5.02,0,1,12.96,2.5
0,6/30/2023 9:58,6/30/2023 10:51,1,1.4,1,0,180,77,Credit Card,2.5,6.45,0,1,17.6,2.5
1,6/30/2023 11:55,6/30/2023 11:40,1,1.12,1,0,178,136,Credit Card,0,6.74,0,1,14.49,2.5
0,6/28/2023 18:01,6/28/2023 18:38,1,0.4,1,0,118,137,Credit Card,5,4.11,0,1,14.3,2.5
1,6/28/2023 20:05,6/28/2023 19:50,2,0.9,1,0,70,137,Credit Card,2.5,5.69,0,1,16.9,2.5
1,6/30/2023 12:29,6/30/2023 11:53,1,1.07,1,0,223,37,Credit Card,0,6.99,0,1,17.71,2.5
1,6/30/2023 17:49,6/30/2023 19:24,1,19.72,2,1.75,81,52,Credit Card,5,5.01,6.55,1,92.3,2.5
1,6/30/2023 19:09,6/30/2023 20:13,1,1.67,1,0,146,139,Cash,2.5,3.34,0,1,18.6,2.5
1,6/29/2023 17:22,6/29/2023 18:26,1,12.72,1,1.75,15,125,Credit Card,7.5,16.52,0,1,85.38,0
1,6/28/2023 21:00,6/28/2023 21:49,1,4.34,1,0,55,219,Credit Card,1,9.46,0,1,33.12,2.5
1,6/29/2023 14:35,6/29/2023 14:38,1,11.88,1,1.75,197,159,Credit Card,0,14.63,0,1,67.63,0
1,6/29/2023 14:24,6/29/2023 13:56,1,0,1,-1.75,252,148,Cash,-5,3.10,0,-1,-11.25,0
1,6/30/2023 15:34,6/30/2023 14:07,1,1.11,1,0,62,99,Credit Card,0,4.15,0,1,21,2.5
0,6/29/2023 14:15,6/29/2023 14:53,1,0.7,1,0,255,18,Credit Card,2.5,3.89,0,1,16,2.5
1,6/30/2023 19:40,6/30/2023 20:19,1,2.53,1,0,11,256,Credit Card,1,5.82,0,1,28.37,2.5
1,6/29/2023 19:29,6/29/2023 18:23,3,14.03,1,1.75,208,150,Credit Card,2.5,12.95,0,1,72.31,0
0,6/30/2023 21:34,6/30/2023 22:00,1,0.2,1,0,125,24,Credit Card,3.5,6.28,0,1,10.4,2.5
1,6/30/2023 7:52,6/30/2023 7:49,,18.68,,,156,145,Wallet,0,14.63,0,1,85.36,
1,6/30/2023 18:18,6/30/2023 18:07,2,1.37,1,0,16,28,Cash,2.5,1.07,0,1,16.5,2.5
0,6/29/2023 8:04,6/29/2023 6:54,1,0.3,1,0,80,174,Credit Card,2.5,4.17,0,1,10.9,2.5
1,6/29/2023 14:48,6/29/2023 14:16,1,1.6,1,0,104,18,Credit Card,0,9.43,0,1,30.24,2.5
1,6/28/2023 15:43,6/28/2023 17:22,1,2.49,1,0,226,33,Credit Card,2.5,6.90,0,1,26.52,2.5
0,6/29/2023 4:09,6/29/2023 5:47,1,19.9,1,0,112,41,Credit Card,1,0.45,0,1,78.3,0
1,6/30/2023 15:10,6/30/2023 15:36,1,2.91,1,0,125,250,Credit Card,0,5.76,0,1,32.76,2.5
1,6/30/2023 22:48,6/30/2023 23:19,1,2.28,1,0,188,173,Credit Card,1,5.20,0,1,23.04,2.5
0,6/30/2023 2:14,6/30/2023 2:00,2,8.7,1,0,252,200,Credit Card,3.5,5.52,0,1,45.2,2.5
0,6/29/2023 23:07,6/29/2023 23:47,1,1.4,1,0,73,64,Credit Card,3.5,6.88,0,1,18.55,2.5
1,6/28/2023 19:47,6/28/2023 19:35,1,1.54,1,0,205,4,Credit Card,2.5,8.40,0,1,20.64,2.5
1,6/30/2023 16:40,6/30/2023 16:40,1,2.79,1,0,185,243,Credit Card,2.5,7.25,0,1,29.88,2.5
1,6/30/2023 1:11,6/30/2023 0:08,1,2.82,1,0,136,177,Credit Card,1,5.53,0,1,24.72,2.5
1,6/28/2023 19:02,6/28/2023 20:25,1,0.16,1,0,201,115,Credit Card,2.5,7.44,0,1,12.75,2.5
1,6/29/2023 19:42,6/29/2023 19:09,6,2.31,1,0,41,118,Credit Card,2.5,8.46,0,1,24,2.5
0,6/30/2023 12:38,6/30/2023 12:59,1,0.9,1,0,70,244,Credit Card,2.5,6.09,0,1,14.25,2.5
1,6/29/2023 19:03,6/29/2023 20:24,1,0.75,1,0,92,247,Credit Card,2.5,1.67,0,1,15.9,2.5
1,6/29/2023 16:31,6/29/2023 16:06,1,1.13,1,0,12,61,Cash,2.5,0.37,0,1,14.4,2.5
1,6/30/2023 12:14,6/30/2023 12:27,1,3.2,1,0,259,22,Credit Card,0,5.58,0,1,27.6,2.5
0,6/30/2023 9:53,6/30/2023 9:52,2,2.3,1,0,166,22,Credit Card,2.5,5.00,0,1,21.8,2.5
0,6/29/2023 23:41,6/30/2023 1:27,1,3.7,1,0,14,135,Credit Card,3.5,5.92,0,1,27.2,2.5
1,6/30/2023 8:06,6/30/2023 9:25,2,11.35,1,0,119,4,Credit Card,5,15.36,6.55,1,78.54,2.5
0,6/30/2023 13:44,6/30/2023 12:40,2,0.8,1,0,99,155,Cash,2.5,1.42,0,1,12.6,2.5
0,6/30/2023 17:35,6/30/2023 16:40,1,1.1,1,0,260,184,Cash,5,0.14,0,1,15.8,2.5
1,6/29/2023 20:13,6/29/2023 20:31,1,7.89,1,0,119,56,Credit Card,6,10.26,6.55,1,62.25,2.5
1,6/30/2023 9:46,6/30/2023 9:13,3,1.99,1,0,100,5,Credit Card,0,6.78,0,1,20.93,2.5
1,6/28/2023 17:38,6/28/2023 19:45,1,6.33,1,1.75,203,36,Credit Card,7.5,10.09,0,1,50,0
1,6/30/2023 20:16,6/30/2023 20:47,1,0,1,1.75,75,35,Cash,1,4.47,0,1,7.25,0
1,6/29/2023 14:05,6/29/2023 14:35,1,0.75,1,0,145,164,Credit Card,0,2.59,0,1,12.6,2.5
1,6/28/2023 16:20,6/28/2023 17:06,1,0.94,1,0,26,17,Cash,2.5,1.84,0,1,17.2,2.5
1,6/30/2023 1:26,6/30/2023 2:38,1,6.24,1,0,222,63,Credit Card,1,10.13,0,1,39.79,2.5
1,6/29/2023 17:32,6/29/2023 17:21,1,2.06,1,0,135,99,Credit Card,2.5,6.50,0,1,25.88,2.5
1,6/30/2023 5:38,6/30/2023 6:34,2,15,3,0,50,43,Credit Card,1,19.44,14.75,1,111.54,0
1,6/29/2023 19:51,6/29/2023 18:48,2,1.11,1,0,253,48,Credit Card,2.5,5.87,0,1,19.2,0
1,6/29/2023 14:39,6/29/2023 15:08,1,1.57,1,0,46,160,Credit Card,0,0.65,0,1,42.7,2.5
1,6/30/2023 14:10,6/30/2023 15:14,1,1.02,1,0,214,73,Credit Card,0,2.51,0,1,13.44,2.5
1,6/28/2023 17:57,6/28/2023 16:53,1,2.14,1,0,50,120,Credit Card,2.5,6.44,0,1,23,2.5
1,6/29/2023 9:38,6/29/2023 11:49,,9.04,,,116,163,Wallet,0,12.76,0,1,56.18,
1,6/30/2023 19:08,6/30/2023 18:53,1,1.44,1,0,13,89,unknown,2.5,1.96,0,1,20,2.5
1,6/29/2023 12:48,6/29/2023 12:31,1,2.88,1,0,123,238,Credit Card,0,6.78,0,1,28,2.5
1,6/30/2023 10:42,6/30/2023 10:43,1,1.13,1,0,172,66,Credit Card,0,4.34,0,1,16.8,2.5
1,6/29/2023 16:33,6/29/2023 17:01,1,1.34,1,0,25,263,Credit Card,2.5,4.63,0,1,24,2.5
0,6/29/2023 21:50,6/29/2023 22:23,1,0.5,1,0,63,146,Credit Card,3.5,6.18,0,1,15.25,2.5
0,6/28/2023 18:38,6/28/2023 20:02,1,1.4,1,0,200,114,Credit Card,5,4.41,0,1,17.36,2.5
0,6/29/2023 9:24,6/29/2023 9:47,1,4.1,1,0,109,73,Cash,2.5,4.99,0,1,28.7,2.5
0,6/29/2023 21:02,6/29/2023 22:29,2,17,1,1.75,179,56,Credit Card,2.75,11.65,0,1,92.15,0
1,6/28/2023 17:50,6/28/2023 18:14,2,3.28,1,0,143,107,Credit Card,2.5,10.72,0,1,38.28,2.5
0,6/29/2023 17:53,6/29/2023 18:11,1,0.9,1,0,93,231,Credit Card,5,5.55,0,1,18.95,2.5
1,6/29/2023 14:47,6/29/2023 14:44,3,5.85,1,0,254,230,Cash,0,3.14,0,1,59.5,2.5
0,6/29/2023 20:34,6/29/2023 20:30,1,1.4,1,0,211,249,Cash,3.5,0.56,0,1,17.1,2.5
0,6/29/2023 10:38,6/29/2023 11:13,1,3.8,1,0,155,113,Credit Card,2.5,8.65,0,1,34.4,2.5
1,6/29/2023 1:19,6/29/2023 2:06,2,7.28,1,1.75,233,44,Credit Card,1,5.54,0,1,53.41,0
1,6/29/2023 10:13,6/29/2023 10:34,2,1.1,1,0,85,76,Credit Card,0,4.80,0,1,23.52,2.5
0,6/29/2023 1:08,6/29/2023 0:55,1,2.6,1,0,207,35,Credit Card,3.5,9.68,0,1,24,2.5
0,6/28/2023 16:52,6/28/2023 18:52,1,3.1,1,0,87,248,Credit Card,5,10.75,0,1,29.35,2.5
1,6/29/2023 23:29,6/30/2023 0:00,1,8.46,1,0,100,204,Cash,1,4.53,0,1,43.7,2.5
1,6/28/2023 20:54,6/28/2023 22:42,1,18.04,2,0,119,242,Credit Card,0,15.47,0,1,88.8,2.5
0,6/30/2023 8:02,6/30/2023 8:03,1,9.3,1,0,169,137,Credit Card,7.5,0.38,6.55,1,54.95,2.5
0,6/30/2023 18:28,6/30/2023 19:15,0,1.4,1,0,251,128,Credit Card,5,4.26,0,1,20.6,2.5
1,6/29/2023 15:58,6/29/2023 16:15,1,1.28,1,0,91,110,Credit Card,2.5,12.07,0,1,37.83,2.5
1,6/29/2023 21:09,6/29/2023 21:05,5,1.13,1,0,144,230,Credit Card,1,6.33,0,1,21.38,2.5
1,6/29/2023 20:31,6/29/2023 21:45,1,0.82,1,0,48,26,Credit Card,1,2.59,0,1,14.64,2.5
1,6/29/2023 10:19,6/29/2023 11:22,1,2.87,1,0,241,4,Credit Card,0,5.61,0,1,32.7,2.5
0,6/29/2023 10:32,6/29/2023 9:19,1,0.8,1,0,230,8,Credit Card,2.5,7.50,0,1,13.95,2.5
1,6/30/2023 17:21,6/30/2023 17:29,1,3.23,1,0,95,254,Cash,7.5,0.03,0,1,23.2,0
1,6/30/2023 16:01,6/30/2023 15:34,1,0.75,1,0,173,6,Cash,0,1.69,0,1,10.5,2.5
1,6/30/2023 22:17,6/30/2023 23:34,,13.07,,,152,7,Wallet,0,6.78,6.55,1,53.48,
1,6/29/2023 12:53,6/29/2023 14:43,1,13.08,1,1.75,70,241,Credit Card,0,17.19,0,1,78.55,0
1,6/29/2023 18:58,6/29/2023 18:48,1,2.04,1,0,28,219,Cash,2.5,1.13,0,1,21.4,2.5
0,6/30/2023 13:17,6/30/2023 13:15,2,2.4,1,0,181,49,Credit Card,2.5,1.90,0,1,21.3,2.5
1,6/29/2023 11:03,6/29/2023 12:22,1,17.7,3,0,232,253,Credit Card,0,25.35,12.75,1,128.94,0
0,6/29/2023 7:36,6/29/2023 8:04,,8.1,,,191,40,Wallet,0,12.14,0,1,46.2,
1,6/29/2023 18:14,6/29/2023 18:33,2,1.59,1,0,8,192,Cash,2.5,3.96,0,1,22.8,2.5
1,6/29/2023 10:53,6/29/2023 11:49,2,4.2,1,0,16,11,Credit Card,0,6.88,0,1,31.08,2.5
1,6/29/2023 17:12,6/29/2023 17:23,2,1.71,1,0,256,211,Credit Card,2.5,4.85,0,1,27.7,2.5
0,6/29/2023 16:42,6/29/2023 15:35,1,0.8,1,0,187,105,Credit Card,2.5,5.05,0,1,13.45,2.5
1,6/29/2023 20:17,6/29/2023 19:51,1,0.78,1,0,220,6,Credit Card,2.5,4.22,0,1,16.44,2.5
1,6/30/2023 22:54,6/30/2023 22:54,3,3.64,1,0,7,41,Credit Card,1,6.53,0,1,31,2.5
0,6/30/2023 4:59,6/30/2023 6:14,1,0,2,1.75,230,191,unknown,1.75,4.27,0,1,73.25,0
1,6/29/2023 23:21,6/30/2023 1:01,1,5.56,1,0,229,55,Cash,1,0.67,0,1,34.6,2.5
1,6/30/2023 14:02,6/30/2023 14:23,1,1.52,1,0,132,111,Cash,0,3.64,0,1,15.4,2.5
1,6/29/2023 15:52,6/29/2023 16:17,,2.13,,,259,136,Wallet,0,7.65,0,1,21.08,
1,6/30/2023 13:33,6/30/2023 15:21,2,10.13,1,0,24,57,Credit Card,0,9.46,0,1,60,2.5
1,6/29/2023 2:06,6/29/2023 1:53,1,3.64,1,0,45,242,Credit Card,1,2.53,0,1,23.4,2.5
0,6/29/2023 14:33,6/29/2023 16:38,2,1.2,1,0,6,237,Credit Card,2.5,4.65,0,1,17.6,2.5
1,6/30/2023 15:53,6/30/2023 17:05,1,0.64,1,0,226,15,Cash,-2.5,0.40,0,-1,-15.1,-2.5
0,6/30/2023 15:36,6/30/2023 15:45,1,2.9,1,0,235,148,Cash,2.5,0.75,0,1,20.3,2.5
1,7/1/2023 0:12,7/1/2023 0:09,1,2.35,1,0,245,112,Credit Card,1,4.00,0,1,23.04,2.5
0,6/28/2023 23:14,6/28/2023 21:52,2,1.7,1,0,181,230,Credit Card,3.5,5.22,0,1,18,2.5
0,6/28/2023 22:13,6/28/2023 22:31,1,1.9,1,0,214,9,Credit Card,3.5,6.22,0,1,19.65,2.5
1,6/29/2023 11:09,6/29/2023 11:29,1,1.24,1,0,240,88,Credit Card,0,4.91,0,1,16.8,2.5
0,6/29/2023 22:26,6/29/2023 22:38,1,5.6,1,0,163,134,Credit Card,3.5,5.88,0,1,35.77,2.5
0,6/30/2023 20:14,6/30/2023 20:53,2,1,1,0,150,114,Cash,3.5,3.82,0,1,13.6,2.5
1,6/29/2023 12:32,6/29/2023 13:19,1,1.1,1,0,48,79,Credit Card,0,3.89,0,1,19.5,2.5
1,6/29/2023 23:31,6/29/2023 23:41,2,2.21,1,0,107,169,Credit Card,1,3.59,0,1,20.3,2.5
1,6/28/2023 21:15,6/28/2023 22:57,1,0.73,1,0,215,245,Credit Card,1,4.64,0,1,13.8,2.5
1,6/29/2023 3:22,6/29/2023 4:08,,16.92,,,222,70,Wallet,0,15.66,12.75,1,76.01,
0,6/30/2023 23:39,6/30/2023 23:54,0,1.1,1,0,129,127,Credit Card,3.5,6.23,0,1,15.45,2.5
1,6/29/2023 10:31,6/29/2023 11:23,2,1.49,1,0,141,178,Credit Card,0,2.25,0,1,18.1,2.5
1,6/29/2023 23:58,6/29/2023 23:55,1,3.09,1,0,168,210,Credit Card,1,5.89,6.55,1,37.15,2.5
1,6/29/2023 14:25,6/29/2023 15:53,1,2.2,1,0,59,91,Cash,0,2.17,0,1,19.6,2.5
1,6/30/2023 0:47,6/30/2023 1:31,5,0.95,1,0,71,242,Credit Card,1,3.01,0,1,13.8,2.5
1,6/30/2023 18:43,6/30/2023 19:03,1,4.61,1,0,29,151,Credit Card,2.5,2.60,0,1,29.7,2.5
1,6/28/2023 19:18,6/28/2023 18:40,1,2.01,1,0,117,217,Credit Card,2.5,6.25,0,1,23.16,2.5
1,7/1/2023 0:14,6/30/2023 23:54,1,20.7,2,1.75,41,47,Credit Card,0,13.42,6.55,1,92.3,2.5
0,6/30/2023 14:12,6/30/2023 13:29,1,1.5,1,0,125,78,Credit Card,2.5,6.38,0,1,15.95,2.5
0,6/30/2023 8:44,6/30/2023 10:42,1,2.9,99,0,107,116,Credit Card,0,1.00,0,1,21,0
0,6/28/2023 18:22,6/28/2023 17:41,1,0.5,1,0,150,162,Credit Card,5,3.15,0,1,13.05,2.5
1,6/29/2023 19:53,6/29/2023 18:45,1,2.01,1,0,212,103,Credit Card,2.5,6.28,0,1,24.7,2.5
1,6/30/2023 23:17,6/30/2023 23:26,2,3.76,1,0,43,104,Credit Card,1,7.04,0,1,29.76,2.5
0,6/30/2023 6:49,6/30/2023 6:45,1,11.3,99,0,38,240,Credit Card,0,2.22,6.55,1,46.55,0
0,6/30/2023 9:00,6/30/2023 8:16,1,1.5,1,0,136,204,Credit Card,2.5,7.66,0,1,21,2.5
0,6/29/2023 19:41,6/29/2023 20:02,1,16.7,2,0,160,158,Cash,7.5,1.58,0,1,79,2.5
1,6/29/2023 6:36,6/29/2023 5:46,1,2.61,1,0,229,108,Credit Card,1,6.27,0,1,24.6,2.5
1,6/28/2023 15:49,6/28/2023 16:28,1,2.93,1,0,151,148,Credit Card,2.5,9.70,0,1,34.92,2.5
0,6/30/2023 6:16,6/30/2023 6:54,1,0.9,1,0,227,98,Credit Card,2.5,4.81,0,1,11.87,2.5
0,6/29/2023 19:38,6/29/2023 20:04,2,0.8,1,0,190,75,Cash,3.5,4.87,0,1,12.2,2.5
1,6/30/2023 14:44,6/30/2023 15:29,1,2,1,0,209,253,Credit Card,0,4.02,0,1,19.32,2.5
1,6/28/2023 21:03,6/28/2023 20:41,1,2.36,1,0,52,124,Credit Card,1,7.27,0,1,22.2,2.5
1,6/29/2023 23:20,6/29/2023 22:15,1,0.53,1,0,250,25,Credit Card,1,3.10,0,1,10.34,2.5
0,6/28/2023 17:49,6/28/2023 18:23,2,1.9,1,0,240,262,Credit Card,5,7.83,0,1,27.36,2.5
0,6/28/2023 21:30,6/28/2023 20:33,1,0.5,1,0,61,70,Cash,3.5,3.45,0,1,11.5,2.5
0,6/30/2023 9:17,6/30/2023 10:38,2,1.1,1,0,185,178,Cash,2.5,1.99,0,1,15.4,2.5
1,6/29/2023 7:14,6/29/2023 6:51,4,2.82,1,0,235,52,Cash,0,2.80,0,1,17.5,2.5
1,6/30/2023 22:04,6/30/2023 23:15,1,0.77,1,0,171,64,Credit Card,1,1.04,0,1,10.8,2.5
1,6/30/2023 8:42,6/30/2023 9:29,1,2.16,1,0,251,49,Credit Card,0,4.90,0,1,23.62,2.5
0,6/28/2023 17:31,6/28/2023 18:15,1,2.9,1,0,157,216,Credit Card,5,9.37,0,1,31.56,2.5
0,6/28/2023 20:36,6/28/2023 20:59,1,1.1,1,0,37,83,Credit Card,3.5,4.22,0,1,17.9,2.5
1,6/30/2023 9:35,6/30/2023 10:05,1,1.88,1,0,12,88,Credit Card,0,3.77,0,1,19.32,2.5
0,6/28/2023 21:25,6/28/2023 21:22,1,8.3,1,0,67,49,Credit Card,3.5,6.24,0,1,44.6,2.5
0,6/30/2023 11:03,6/30/2023 10:48,1,5.8,1,1.75,123,129,Cash,1.75,4.28,0,1,31.45,0
1,6/29/2023 1:18,6/29/2023 1:11,1,1.55,1,0,137,185,Credit Card,1,4.62,0,1,18.84,2.5
1,6/29/2023 3:04,6/29/2023 3:20,2,0.84,1,0,177,82,Cash,1,3.02,0,1,10.8,2.5
1,6/29/2023 2:02,6/29/2023 2:19,5,2.19,1,0,82,95,Credit Card,1,5.84,0,1,21.36,2.5
0,6/30/2023 3:28,6/30/2023 4:52,2,4.7,1,0,257,162,Credit Card,3.5,9.47,0,1,31.4,2.5
0,6/30/2023 20:23,6/30/2023 20:44,1,1.3,1,0,19,21,Cash,3.5,4.66,0,1,14.3,2.5
1,6/28/2023 19:48,6/28/2023 19:47,2,1.05,1,0,19,12,Credit Card,2.5,7.40,0,1,18.12,2.5
1,6/30/2023 11:21,6/30/2023 10:00,1,2.75,1,0,44,124,Credit Card,0,1.12,0,1,20.3,2.5
1,6/29/2023 13:52,6/29/2023 13:18,1,2.46,1,0,209,224,Cash,0,3.17,0,1,21.7,2.5
1,6/29/2023 22:52,6/29/2023 22:59,1,1.93,1,0,254,263,Credit Card,1,7.73,0,1,20.52,2.5
1,6/30/2023 0:10,6/30/2023 2:06,1,4.79,1,0,259,106,Credit Card,1,9.15,0,1,51.6,2.5
1,6/29/2023 18:35,6/29/2023 19:01,1,0.57,1,0,251,181,Credit Card,2.5,3.22,0,1,14.7,2.5
1,6/29/2023 13:54,6/29/2023 13:58,1,28.78,2,1.75,65,63,Credit Card,0,12.48,6.55,1,94.3,2.5
1,6/28/2023 18:20,6/28/2023 18:01,1,4.51,1,0,134,131,Credit Card,2.5,7.55,0,1,40.8,2.5
1,6/30/2023 8:57,6/30/2023 10:22,1,0.59,1,0,248,206,Cash,0,3.51,0,1,11.2,2.5
1,6/29/2023 20:59,6/29/2023 23:00,1,4.41,1,0,210,75,Credit Card,1,7.25,0,1,39,2.5
1,6/28/2023 17:35,6/28/2023 18:01,1,0.68,1,0,139,178,Credit Card,2.5,5.39,0,1,16.44,2.5
0,6/28/2023 17:06,6/28/2023 17:37,,1.4,,,73,49,Wallet,2.5,4.87,0,1,18.98,
1,6/30/2023 17:23,6/30/2023 16:07,3,0.64,1,0,25,221,Credit Card,2.5,6.09,0,1,15.6,2.5
1,6/29/2023 20:24,6/29/2023 21:06,1,3.26,1,1.75,185,257,Credit Card,1,5.66,0,1,28,2.5
1,6/29/2023 18:44,6/29/2023 17:37,1,0.75,1,0,156,140,Credit Card,2.5,5.83,0,1,15.6,2.5
1,6/30/2023 21:53,6/30/2023 23:56,1,18.75,1,1.75,225,11,Credit Card,1,18.64,0,1,89.34,0
0,6/29/2023 18:37,6/29/2023 18:57,4,1.3,5,0,48,212,Credit Card,0,5.53,0,1,96,0
1,6/29/2023 21:51,6/29/2023 22:05,1,1.56,1,0,86,109,Credit Card,1,3.85,0,1,19.68,2.5
0,6/28/2023 18:22,6/28/2023 20:18,1,0.6,1,0,146,147,Credit Card,5,8.65,0,1,25.65,2.5
1,6/28/2023 18:47,6/28/2023 19:19,1,1.68,1,0,104,99,Credit Card,2.5,5.54,0,1,21.48,2.5
1,6/29/2023 18:41,6/29/2023 18:32,1,1.65,1,0,58,91,Credit Card,2.5,6.84,0,1,24,2.5
